USE_YM,USE_HM,FDRCT_VLD_KWH
20221014,1400,5067596.023
20221014,1500,4245150.4582
20221014,1600,4256925.6264
20221014,1700,3673518.357
20221014,1800,5013073.534
20221014,1900,4119096.939
20221014,2000,4794448.35
20221014,2100,4508778.154
20221014,2200,3355752.022
20221014,2300,4040590.393
20221014,2400,4706388.588
20221015,0100,2778968.156
20221015,0200,3544675.4159999997
20221015,0300,3335536.792
20221015,0400,3972383.397
20221015,0500,3378641.3219999997
20221015,0600,2431609.979
20221015,0700,2580784.021
20221015,0800,3731373.6218
20221015,0900,3812746.452
20221015,1000,4016637.3168
20221015,1100,4409250.926
20221015,1200,4384106.3176
20221015,1300,4479275.907
20221015,1400,3578252.5406
20221015,1500,4463596.1864
20221015,1600,4393856.7034
20221015,1700,3491270.933
20221015,1800,4335688.240999999
20221015,1900,3663963.693
20221015,2000,4395659.926
20221015,2100,4283338.796
20221015,2200,4157481.067
20221015,2300,3983090.279
20221015,2400,3692480.113
20221016,0100,3506094.275
20221016,0200,3300489.29
20221016,0300,2377029.783
20221016,0400,3157727.881
20221016,0500,2264714.194
20221016,0600,3195464.137
20221016,0700,3366361.4729999998
20221016,0800,2749994.27
20221016,0900,2857949.9152
20221016,1000,3805858.248
20221016,1100,4101350.162
20221016,1200,4240752.9856
20221016,1300,4176326.2452
20221016,1400,4264346.475
20221016,1500,4214196.505
20221016,1600,4216231.817
20221016,1700,4179565.623
20221016,1800,4331963.263
20221016,1900,4387793.297
20221016,2000,4410258.337
20221016,2100,4235196.849
20221016,2200,3319132.724
20221016,2300,3814865.77
20221016,2400,3537924.6010000003
20221017,0100,3424641.216
20221017,0200,3238695.573
20221017,0300,3156079.883
20221017,0400,2250458.164
20221017,0500,2363871.068
20221017,0600,2430687.27
20221017,0700,3748892.3728
20221017,0800,4126934.8227999997
20221017,0900,4545844.8675999995
20221017,1000,3998103.892
20221017,1100,4962615.5156
20221017,1200,4099597.5676
20221017,1300,4988735.5646
20221017,1400,4046834.226
20221017,1500,4952061.6754
20221017,1600,4903143.0202
20221017,1700,4867922.183
20221017,1800,4151378.393
20221017,1900,4868869.39
20221017,2000,4729271.741
20221017,2100,3236060.9
20221017,2200,4269072.329
20221017,2300,3951081.931
20221017,2400,2891204.592
20221018,0100,3441205.44
20221018,0200,2469557.505
20221018,0300,2436567.666
20221018,0400,3956248.107
20221018,0500,3997166.179
20221018,0600,2513011.127
20221018,0700,2847814.229
20221018,0800,3350684.9494
20221018,0900,3836272.9198
20221018,1000,4888462.6948
20221018,1100,4254004.5561999995
20221018,1200,5033617.1898
20221018,1300,4931846.8422
20221018,1400,4149280.1538
20221018,1500,3956400.9986
20221018,1600,4041860.519
20221018,1700,4141447.646
20221018,1800,4944634.681
20221018,1900,4896042.716
20221018,2000,4025771.72
20221018,2100,4525751.555
20221018,2200,4306757.696
20221018,2300,3965419.885
20221018,2400,2921483.9
20221019,0100,3449757.937
20221019,0200,3326858.798
20221019,0300,3224211.844
20221019,0400,3144682.988
20221019,0500,2335192.315
20221019,0600,2546286.827
20221019,0700,2903426.265
20221019,0800,5095128.303
20221019,0900,4621879.161
20221019,1000,4067412.3734
20221019,1100,4151536.3056
20221019,1200,5842290.721
20221019,1300,4960031.4524
20221019,1400,4296089.659
20221019,1500,5113770.7266
20221019,1600,4021038.927
20221019,1700,5004571.378
20221019,1800,4060490.9189999998
20221019,1900,4953270.806
20221019,2000,4755112.028
20221019,2100,3709070.584
20221019,2200,4332559.042
20221019,2300,4069527.215
20221019,2400,3695388.531
20221025,0100,3542952.031
20221025,0200,2397130.024
20221025,0300,3229979.549
20221025,0400,2425020.341
20221025,0500,2356687.818
20221025,0600,2582961.182
20221025,0700,3799388.169
20221025,0800,3425942.114
20221025,0900,3853052.2286
20221025,1000,4156366.3458000002
20221025,1100,4161469.6798
20221025,1200,4276882.6454
20221025,1300,5917900.9636
20221025,1400,4176617.6724
20221025,1500,4875560.3672
20221025,1600,4086490.616
20221025,1700,4976739.202
20221025,1800,4902146.372
20221025,1900,4175368.392
20221025,2000,4756124.556
20221025,2100,3666018.936
20221025,2200,4307842.489
20221025,2300,3264184.298
20221025,2400,3797993.663
20221026,0100,3548667.705
20221026,0200,4178240.229
20221026,0300,2323449.498
20221026,0400,2288293.385
20221026,0500,2398073.116
20221026,0600,3439867.252
20221026,0700,2909934.835
20221026,0800,4313030.8382
20221026,0900,5456405.4772
20221026,1000,4915548.3706
20221026,1100,4310341.6790000005
20221026,1200,5060251.19
20221026,1300,4196272.2634
20221026,1400,4995228.5762
20221026,1500,5041147.7674
20221026,1600,4961664.717
20221026,1700,4994593.815
20221026,1800,5029655.668
20221026,1900,4873894.655
20221026,2000,4876416.739
20221026,2100,4555772.968
20221026,2200,4390361.973
20221026,2300,3225488.793
20221026,2400,2853153.49
20221027,0100,2735134.813
20221027,0200,2445927.358
20221027,0300,3319041.184
20221027,0400,2321788.972
20221027,0500,2319158.781
20221027,0600,3415362.716
20221027,0700,3841941.952
20221027,0800,4277932.9428
20221027,0900,4662742.207
20221027,1000,4902228.559
20221027,1100,5095127.9076
20221027,1200,5088180.133
20221027,1300,4933245.2126
20221027,1400,5046132.7468
20221027,1500,4167800.002
20221027,1600,4038256.081
20221027,1700,4795013.548
20221027,1800,4199039.17
20221027,1900,3765236.227
20221027,2000,4713698.228
20221027,2100,3846343.722
20221027,2200,3390263.796
20221027,2300,3921800.751
20221027,2400,3687065.98
20221028,0100,2730533.104
20221028,0200,2466977.766
20221028,0300,2426843.313
20221028,0400,2314355.007
20221028,0500,2407447.019
20221028,0600,2904029.3310000002
20221028,0700,3021877.788
20221028,0800,3316373.6104
20221028,0900,3770735.8078
20221028,1000,4935471.0222
20221028,1100,4950926.588
20221028,1200,4163678.4022
20221028,1300,4984220.3406
20221028,1400,4977704.1348
20221028,1500,4946491.7776
20221028,1600,4097754.038
20221028,1700,4906313.783
20221028,1800,4121586.576
20221028,1900,6046974.487
20221028,2000,3853778.422
20221028,2100,4410394.343
20221028,2200,4337113.377
20221028,2300,3157499.4050000003
20221028,2400,2893848.518
20221029,0100,3549180.781
20221029,0200,3321875.74
20221029,0300,3192006.336
20221029,0400,2207976.301
20221029,0500,1759747.105
20221029,0600,2191495.468
20221029,0700,2580985.68
20221029,0800,3639748.8162000002
20221029,0900,2909747.8252
20221029,1000,4204100.3036
20221029,1100,4190138.6814
20221029,1200,4294842.9158
20221029,1300,3448635.986
20221029,1400,4270639.6532000005
20221029,1500,4181145.8174
20221029,1600,4113920.647
20221029,1700,4253515.162
20221029,1800,3431406.906
20221029,1900,4302664.181
20221029,2000,5125865.27
20221029,2100,5068658.895
20221029,2200,4038602.654
20221029,2300,3761629.115
20221029,2400,2881892.303
20221030,0100,3365854.465
20221030,0200,2485622.676
20221030,0300,3017656.5840000003
20221030,0400,2222698.339
20221030,0500,3088146.693
20221030,0600,3169327.4510000004
20221030,0700,2464180.56
20221030,0800,2877052.2736
20221030,0900,2799632.991
20221030,1000,3868711.9886000003
20221030,1100,3954005.7576
20221030,1200,4043383.4412
20221030,1300,4162420.7252
20221030,1400,4069921.4208
20221030,1500,3197447.005
20221030,1600,4038217.779
20221030,1700,3267100.174
20221030,1800,3455543.843
20221030,1900,4324325.565
20221030,2000,3512456.16
20221030,2100,4255926.846
20221030,2200,4141226.788
20221030,2300,3841079.088
20221030,2400,3585243.535
20221031,0100,3814748.029
20221031,0200,3225432.872
20221031,0300,2353703.151
20221031,0400,2303289.067
20221031,0500,2318315.462
20221031,0600,2464775.049
20221031,0700,2800901.387
20221031,0800,3335289.4166
20221031,0900,4547896.6196
20221031,1000,4900930.14
20221031,1100,4222021.6768
20221031,1200,5144289.2824
20221031,1300,4106768.0852
20221031,1400,4939529.5312
20221031,1500,4077171.1992
20221031,1600,4910592.4984
20221031,1700,4630103.841
20221031,1800,4878673.439
20221031,1900,4890802.384
20221031,2000,4801641.497
20221031,2100,3673587.437
20221031,2200,4173512.943
20221031,2300,2817749.24
20221031,2400,2737309.376
20221101,0100,3661985.94
20221101,0200,2514474.555
20221101,0300,2492014.837
20221101,0400,2323950.607
20221101,0500,3118398.321
20221101,0600,2484398.596
20221101,0700,3642765.852
20221101,0800,3465104.509
20221101,0900,4492832.256
20221101,1000,4873491.3564
20221101,1100,5000959.1658
20221101,1200,4877966.2002
20221101,1300,4869656.0994
20221101,1400,4713930.677
20221101,1500,4612913.5638
20221101,1600,4698383.657
20221101,1700,3834581.072
20221101,1800,3783134.229
20221101,1900,4586763.635
20221101,2000,3623489.633
20221101,2100,4880867.599
20221101,2200,4595933.7530000005
20221101,2300,3280249.719
20221101,2400,2937163.617
20221102,0100,3492897.861
20221102,0200,3306235.891
20221102,0300,3184113.991
20221102,0400,2340217.7600000002
20221102,0500,4035508.144
20221102,0600,2508816.13
20221102,0700,2844266.241
20221102,0800,4209871.5968
20221102,0900,4615633.44
20221102,1000,4065261.5198
20221102,1100,5100063.4386
20221102,1200,4126502.0778
20221102,1300,5053504.7046
20221102,1400,4145294.6462
20221102,1500,5767088.4776
20221102,1600,4055318.713
20221102,1700,4128882.852
20221102,1800,4155065.786
20221102,1900,4902081.788
20221102,2000,4807379.057
20221102,2100,4526173.601
20221102,2200,4311022.49
20221102,2300,4060054.176
20221102,2400,3787634.889
20221103,0100,3534613.353
20221103,0200,2457319.727
20221103,0300,3311976.741
20221103,0400,3192371.164
20221103,0500,3153498.4020000002
20221103,0600,2498042.306
20221103,0700,2941291.677
20221103,0800,3375857.592
20221103,0900,4682318.7124
20221103,1000,5091617.2052
20221103,1100,5136069.9152
20221103,1200,5113399.8002
20221103,1300,5119489.896
20221103,1400,5411608.221
20221103,1500,4274655.498
20221103,1600,4288183.887
20221103,1700,4191329.986
20221103,1800,5156368.166
20221103,1900,4306763.442
20221103,2000,4779179.291
20221103,2100,4633730.202
20221103,2200,4429137.517
20221103,2300,4222841.703
20221103,2400,3744239.047
20221122,0100,3470703.627
20221122,0200,3241208.895
20221122,0300,3201836.9390000002
20221122,0400,2395142.4529999997
20221122,0500,3184085.33
20221122,0600,2513026.971
20221122,0700,3068641.963
20221122,0800,3478019.6350000002
20221122,0900,3927382.199
20221122,1000,4159074.8464
20221122,1100,5254428.211
20221122,1200,4439640.302399999
20221122,1300,5094666.886
20221122,1400,4331737.63
20221122,1500,5102883.717
20221122,1600,4135164.7800000003
20221122,1700,5327375.817
20221122,1800,5152511.86
20221122,1900,4920415.216
20221122,2000,4798802.014
20221122,2100,5278552.187
20221122,2200,5195256.578
20221122,2300,4035109.509
20221122,2400,3677171.7739999997
20221123,0100,3507344.18
20221123,0200,3365429.516
20221123,0300,2311793.16
20221123,0400,3173296.498
20221123,0500,3617977.691
20221123,0600,2634416.903
20221123,0700,4570148.792
20221123,0800,4258907.13
20221123,0900,3861404.358
20221123,1000,4205310.2952
20221123,1100,5068076.0846
20221123,1200,5024034.4120000005
20221123,1300,5778789.324
20221123,1400,4096763.123
20221123,1500,5032999.9118
20221123,1600,5046746.1722
20221123,1700,4889812.661
20221123,1800,4129406.47
20221123,1900,6040383.02
20221123,2000,4882694.542
20221123,2100,4578996.105
20221123,2200,4301511.606
20221123,2300,3089641.716
20221123,2400,3678835.716
20221124,0100,3531130.835
20221124,0200,3362627.803
20221124,0300,3168554.071
20221124,0400,2342504.016
20221124,0500,3136442.592
20221124,0600,2707503.081
20221124,0700,3691229.967
20221124,0800,3391883.054
20221124,0900,4871823.334
20221124,1000,5042382.1584
20221124,1100,5175404.3854
20221124,1200,4251749.1345999995
20221124,1300,4959419.8674
20221124,1400,5174262.5056
20221124,1500,4995186.2362
20221124,1600,4880435.928
20221124,1700,4911843.999
20221124,1800,3988396.008
20221124,1900,3850844.046
20221124,2000,4511875.362
20221124,2100,3427179.508
20221124,2200,3002239.247
20221124,2300,2239504.299
20221124,2400,2676857.824
20221125,0100,3547941.156
20221125,0200,3161491.654
20221125,0300,3441360.2569999998
20221125,0400,2248478.308
20221125,0500,4111144.1890000002
20221125,0600,3370833.243
20221125,0700,3769138.666
20221125,0800,4169386.532
20221125,0900,4704700.2724
20221125,1000,4213638.0346
20221125,1100,5081271.83
20221125,1200,4201557.3042
20221125,1300,4967414.9842
20221125,1400,4201157.9314
20221125,1500,4836862.0256
20221125,1600,4964546.022
20221125,1700,3951139.697
20221125,1800,4908376.546
20221125,1900,3841555.505
20221125,2000,4528886.995
20221125,2100,4127665.715
20221125,2200,3957970.999
20221125,2300,2862484.339
20221125,2400,3548515.651
20221126,0100,3411511.769
20221126,0200,4129127.547
20221126,0300,2955607.43
20221126,0400,3202570.57
20221126,0500,2323268.838
20221126,0600,2375554.387
20221126,0700,3530299.182
20221126,0800,3669908.888
20221126,0900,3864360.2198
20221126,1000,4168933.9112
20221126,1100,4356231.3462
20221126,1200,4356882.7214
20221126,1300,5188052.0202
20221126,1400,4677334.1104
20221126,1500,4284786.3384
20221126,1600,4184143.25
20221126,1700,5133598.585
20221126,1800,4687650.556
20221126,1900,3830550.7
20221126,2000,4339951.242
20221126,2100,4200168.887
20221126,2200,5165204.505
20221126,2300,2876556.063
20221126,2400,3502131.029
20221127,0100,3299916.031
20221127,0200,3288432.951
20221127,0300,3404146.8249999997
20221127,0400,3075087.123
20221127,0500,2258781.57
20221127,0600,3250236.964
20221127,0700,2544794.082
20221127,0800,3526918.45
20221127,0900,4561315.9714
20221127,1000,3970925.3996
20221127,1100,4104786.8436
20221127,1200,4073725.3614000003
20221127,1300,4915007.1318
20221127,1400,4769019.4616
20221127,1500,3418663.8428
20221127,1600,4318225.092
20221127,1700,4255338.255
20221127,1800,3832479.695
20221127,1900,4435197.852
20221127,2000,4294042.165
20221127,2100,4332213.343
20221127,2200,3974294.32
20221127,2300,3786892.351
20221127,2400,3706933.935
20221128,0100,2562644.725
20221128,0200,4040598.132
20221128,0300,3252376.469
20221128,0400,2145056.772
20221128,0500,2312194.144
20221128,0600,3360930.665
20221128,0700,4502518.879
20221128,0800,4168664.747
20221128,0900,4844877.2188
20221128,1000,4019885.3898
20221128,1100,4874235.5228
20221128,1200,3948060.497
20221128,1300,3657804.664
20221128,1400,3427518.005
20221128,1500,3167073.665
20221128,1600,2882783.172
20221128,1700,2847967.737
20221128,1800,2615945.715
20221128,1900,3034982.239
20221128,2000,3261879.806
20221128,2100,4790079.699
20221128,2200,2840569.298
20221128,2300,2664771.701
20221128,2400,2644657.981
20221130,0100,2891150.537
20221130,0200,2688099.103
20221130,0300,2575017.357
20221130,0400,2548390.231
20221130,0500,4216937.476
20221130,0600,4415356.777
20221130,0700,3982849.734
20221130,0800,4703517.9252
20221130,0900,5478722.2326
20221130,1000,7016227.1612
20221130,1100,5374502.46
20221130,1200,5488885.382
20221130,1300,6138932.2608
20221130,1400,6068684.853
20221130,1500,6861098.5942
20221130,1600,5981398.954
20221130,1700,6779947.09
20221130,1800,6880983.527
20221130,1900,6590780.771
20221130,2000,5547994.183
20221130,2100,6084336.437
20221130,2200,3946562.037
20221130,2300,3608707.983
20221130,2400,5036168.174
20221201,0100,3894287.121
20221201,0200,2976234.4869999997
20221201,0300,3604083.118
20221201,0400,3530369.836
20221201,0500,2791943.442
20221201,0600,4639395.08
20221201,0700,4302843.123
20221201,0800,4888668.606
20221201,0900,6700123.3422
20221201,1000,7094711.0988
20221201,1100,5583407.5444
20221201,1200,7447802.6114
20221201,1300,6490616.0214
20221201,1400,6260701.1734
20221201,1500,5141415.749
20221201,1600,5219282.323
20221201,1700,5008855.243
20221201,1800,4667035.526
20221201,1900,4581473.581
20221201,2000,4297725.22
20221201,2100,4742750.879
20221201,2200,3276083.2860000003
20221201,2300,2747004.485
20221201,2400,2049270.167
20221204,0100,5000414.7555
20221204,0200,3208112.0475
20221204,0300,4158630.1065
20221204,0400,3902023.9765
20221204,0500,3765757.6275
20221204,0600,4779254.6265
20221204,0700,4846803.4180000005
20221204,0800,4395818.555
20221204,0900,3789158.623
20221204,1000,5040812.6809
20221204,1100,4509586.0918
20221204,1200,6180591.9357
20221204,1300,2943544.6313
20221204,1400,4656261.019
20221204,1500,4226514.1765
20221204,1600,4572209.709
20221204,1700,4771207.756
20221204,1800,4753521.8515
20221204,1900,4791833.884
20221204,2000,4772837.2405
20221204,2100,4605464.263
20221204,2200,4566963.7365
20221204,2300,4060833.196
20221204,2400,3802852.4415
20221205,0100,3420994.0845
20221205,0200,3228154.2225
20221205,0300,3110218.761
20221205,0400,3506765.26
20221205,0500,3961465.169
20221205,0600,3478672.043
20221205,0700,4573157.954
20221205,0800,5834304.501
20221205,0900,6030855.3812
20221205,1000,7330550.5363
20221205,1100,7914041.3764
20221205,1200,7247638.6786
20221205,1300,7830661.6633
20221205,1400,7738844.82
20221205,1500,7507930.5216
20221205,1600,6313487.093
20221205,1700,7657151.698
20221205,1800,6215808.9335
20221205,1900,7324876.4875
20221205,2000,6168124.728
20221205,2100,6598625.8155
20221205,2200,6420374.2195
20221205,2300,5454248.5575
20221205,2400,3147093.8265
20221206,0100,3380121.104
20221206,0200,5090315.4015
20221206,0300,5684800.763
20221206,0400,4452483.207
20221206,0500,5082159.198
20221206,0600,4484965.5965
20221206,0700,5766526.916
20221206,0800,4737411.5815
20221206,0900,6996884.9875
20221206,1000,8437690.2035
20221206,1100,6968447.4873
20221206,1200,7493787.9911
20221206,1300,7479830.6592
20221206,1400,6553002.2549
20221206,1500,8117744.651
20221206,1600,6252399.6104999995
20221206,1700,7961033.9415
20221206,1800,7507989.5770000005
20221206,1900,2529498.118
20221206,2000,3191142.715
20221206,2100,3019143.2395
20221206,2200,2178267.8305
20221206,2300,2260343.4445
20221206,2400,1749596.772
20221207,0100,3071257.217
20221207,0200,2791642.09
20221207,0300,3431304.255
20221207,0400,2523670.156
20221207,0500,3472020.333
20221207,0600,4549634.098
20221207,0700,3203680.408
20221207,0800,4036444.423
20221207,0900,5558922.687
20221207,1000,5260758.9452
20221207,1100,5882949.3128
20221207,1200,6033210.562
20221207,1300,5973397.201
20221207,1400,5929572.1942
20221207,1500,5180458.032
20221207,1600,7372010.902
20221207,1700,6663042.113
20221207,1800,6561678.972
20221207,1900,5539927.801
20221207,2000,4206240.956
20221207,2100,4094431.293
20221207,2200,4423332.265
20221207,2300,5083665.707
20221207,2400,4806439.796
20221208,0100,6359088.7435
20221208,0200,3116506.8465
20221208,0300,3854845.665
20221208,0400,2936792.6645
20221208,0500,3328422.387
20221208,0600,4291481.9175
20221208,0700,4532710.6635
20221208,0800,4790278.325
20221208,0900,7095724.8849
20221208,1000,7786876.3698
20221208,1100,6085670.8048
20221208,1200,6858631.2815
20221208,1300,5906667.3341
20221208,1400,7621382.6131
20221208,1500,7444379.1905000005
20221208,1600,6612213.459
20221208,1700,5482486.2475
20221208,1800,6841035.889
20221208,1900,7002539.1795
20221208,2000,5079887.732
20221208,2100,7149706.678
20221208,2200,5380051.15
20221208,2300,4884975.9695
20221208,2400,3635927.765
20221209,0100,3272787.68
20221209,0200,3070410.3615
20221209,0300,5500126.1175
20221209,0400,3248697.8695
20221209,0500,4666517.711
20221209,0600,3236865.2865
20221209,0700,3657596.1175
20221209,0800,4911830.638
20221209,0900,5870807.4825
20221209,1000,5869780.762
20221209,1100,5961042.364
20221209,1200,6103116.2569
20221209,1300,5794230.9749
20221209,1400,7126234.5429
20221209,1500,6797081.811
20221209,1600,6701865.114
20221209,1700,6836289.4705
20221209,1800,6246528.827
20221209,1900,5168313.699
20221209,2000,5727621.7995
20221209,2100,4460047.2605
20221209,2200,5128391.337
20221209,2300,5602929.1495
20221209,2400,3574611.6385
20221210,0100,3354371.696
20221210,0200,3913356.22
20221210,0300,3786975.507
20221210,0400,3700950.0405
20221210,0500,2955812.168
20221210,0600,2924442.846
20221210,0700,3654616.9329999997
20221210,0800,3482350.039
20221210,0900,3920873.1035
20221210,1000,4128607.1249
20221210,1100,4522401.7573
20221210,1200,5218516.1598000005
20221210,1300,4853514.8629
20221210,1400,4530764.176
20221210,1500,6705454.93
20221210,1600,4434376.6395
20221210,1700,4395287.5
20221210,1800,4365625.949
20221210,1900,4487376.579
20221210,2000,4263832.266
20221210,2100,4230570.5685
20221210,2200,3998858.604
20221210,2300,3624487.263
20221210,2400,3317944.1505
20221211,0100,3302677.2675
20221211,0200,3064812.945
20221211,0300,2863681.9975
20221211,0400,2865364.411
20221211,0500,2770682.2045
20221211,0600,2942457.826
20221211,0700,3979924.1725
20221211,0800,4213027.1605
20221211,0900,3579260.4461
20221211,1000,3770053.5592
20221211,1100,5060986.5722
20221211,1200,5015745.6918
20221211,1300,5845051.9701000005
20221211,1400,4188912.4043
20221211,1500,5868241.6055
20221211,1600,4905069.243
20221211,1700,4082229.8025
20221211,1800,4175677.268
20221211,1900,4429830.321
20221211,2000,4305095.1555
20221211,2100,5974792.537500001
20221211,2200,5689471.2745
20221211,2300,3636126.3795
20221211,2400,3481914.6415
20221212,0100,3146828.8965
20221212,0200,3832976.5530000003
20221212,0300,2897697.927
20221212,0400,3754075.0155
20221212,0500,3799416.058
20221212,0600,3208512.886
20221212,0700,3710752.5685
20221212,0800,4524246.806
20221212,0900,5529610.6152
20221212,1000,6228322.5481
20221212,1100,6522225.6518
20221212,1200,6366791.611
20221212,1300,6337598.3865
20221212,1400,6158564.2288
20221212,1500,6072136.8054
20221212,1600,5982862.178
20221212,1700,5990190.7735
20221212,1800,5919883.6255
20221212,1900,5442898.649
20221212,2000,5221858.839
20221212,2100,4824617.4565
20221212,2200,4414157.023
20221212,2300,4254884.777
20221212,2400,3612949.241
20221213,0100,3394108.5354999998
20221213,0200,3093955.0515
20221213,0300,2924122.23
20221213,0400,2865171.275
20221213,0500,3233586.728
20221213,0600,3228404.546
20221213,0700,3744728.544
20221213,0800,4507943.3765
20221213,0900,5448275.84
20221213,1000,6122061.298
20221213,1100,6344560.8416
20221213,1200,6305520.3214
20221213,1300,6181416.648
20221213,1400,6223314.257
20221213,1500,6213452.449
20221213,1600,6163969.9975
20221213,1700,6172915.43
20221213,1800,6069488.332
20221213,1900,5689565.407
20221213,2000,5393397.7935
20221213,2100,5027309.445
20221213,2200,4686173.142
20221213,2300,4227421.769
20221213,2400,3932233.8255
20221214,0100,3664142.1455
20221214,0200,3447612.8125
20221214,0300,3329727.62
20221214,0400,3252306.0035
20221214,0500,3330753.551
20221214,0600,3587546.9885
20221214,0700,5029778.133
20221214,0800,6680715.035
20221214,0900,7089408.9183
20221214,1000,7883062.1171
20221214,1100,8220318.9245
20221214,1200,7318259.0866
20221214,1300,7080294.7974
20221214,1400,7953567.3517
20221214,1500,7603864.598
20221214,1600,6743796.752
20221214,1700,6724303.0575
20221214,1800,7492781.776
20221214,1900,6104394.84
20221214,2000,5619510.8915
20221214,2100,6225197.9395
20221214,2200,6593412.055
20221214,2300,4343170.392
20221214,2400,4773673.2775
20221215,0100,3787283.381
20221215,0200,3437555.7465
20221215,0300,3351434.628
20221215,0400,5261723.3735
20221215,0500,4973693.4355
20221215,0600,4431905.758
20221215,0700,4137724.5235
20221215,0800,5321763.4595
20221215,0900,6381228.002
20221215,1000,6974884.3575
20221215,1100,7201565.5865
20221215,1200,7093149.682
20221215,1300,7109375.4595
20221215,1400,7391966.8685
20221215,1500,7024078.379
20221215,1600,6752488.5875
20221215,1700,6394463.675
20221215,1800,6902004.4715
20221215,1900,6075577.6025
20221215,2000,5695053.4655
20221215,2100,5235714.319
20221215,2200,4855359.6165
20221215,2300,4363761.737
20221215,2400,4000758.2465
20221216,0100,3743448.623
20221216,0200,3508059.9505
20221216,0300,3410793.575
20221216,0400,3310354.5045
20221216,0500,3419426.249
20221216,0600,3661360.689
20221216,0700,4178802.475
20221216,0800,5129623.577
20221216,0900,6211479.4801
20221216,1000,7084897.7447
20221216,1100,7367055.0505
20221216,1200,7275125.6959
20221216,1300,7043210.5565
20221216,1400,6933899.6455
20221216,1500,6879183.3985
20221216,1600,6388463.1035
20221216,1700,6069265.613
20221216,1800,6150631.8705
20221216,1900,6021725.3615
20221216,2000,5663787.503
20221216,2100,5214468.204
20221216,2200,4853780.9185
20221216,2300,4380066.5155
20221216,2400,4019437.8915
20221217,0100,2154781.3575
20221217,0200,2036401.5995
20221217,0300,2062494.649
20221217,0400,1880093.893
20221217,0500,1857314.0735
20221217,0600,1934784.5675000001
20221217,0700,2093467.2094999999
20221217,0800,2295972.9025
20221217,0900,2562059.5395
20221217,1000,2873359.214
20221217,1100,3105615.1014
20221217,1200,2952145.9701
20221217,1300,3069076.8171
20221217,1400,3020805.4628
20221217,1500,2904592.8415
20221217,1600,2915220.3185
20221217,1700,2655166.7095
20221217,1800,2433362.7765
20221217,1900,2395867.8525
20221217,2000,2408740.9645
20221217,2100,2396865.566
20221217,2200,2244366.725
20221217,2300,2455469.207
20221217,2400,2263058.072
20221218,0100,3708892.415
20221218,0200,3494575.0685
20221218,0300,3409930.8035
20221218,0400,3258793.7195
20221218,0500,3306275.728
20221218,0600,3257942.734
20221218,0700,5276275.267
20221218,0800,4503845.8145
20221218,0900,5902243.6609
20221218,1000,4197211.1939
20221218,1100,5641058.2398
20221218,1200,5410553.301
20221218,1300,5446464.0409
20221218,1400,5802141.1277
20221218,1500,4871831.513
20221218,1600,5727588.2225
20221218,1700,6612790.653
20221218,1800,5930795.574
20221218,1900,5982511.835
20221218,2000,5908029.579
20221218,2100,5704200.9125
20221218,2200,5367797.0965
20221218,2300,4313126.262
20221218,2400,3167734.179
20221219,0100,4625944.818
20221219,0200,4394521.377
20221219,0300,3439592.612
20221219,0400,4280085.127
20221219,0500,5091429.392
20221219,0600,3643249.6035
20221219,0700,4244803.8185
20221219,0800,5265838.9815
20221219,0900,6413457.2214
20221219,1000,7315311.8162
20221219,1100,7760088.7358
20221219,1200,7747947.4299
20221219,1300,7549679.6663999995
20221219,1400,7530979.2484
20221219,1500,7329305.1735000005
20221219,1600,6719208.8295
20221219,1700,7123004.7765
20221219,1800,6975212.6145
20221219,1900,6482293.0525
20221219,2000,5941204.812
20221219,2100,5458932.6825
20221219,2200,5022371.2915
20221219,2300,4492682.1525
20221219,2400,4191932.4565
20221220,0100,3835289.41
20221220,0200,3541146.2125
20221220,0300,3407603.084
20221220,0400,3307901.496
20221220,0500,3435507.5365
20221220,0600,3677022.5445
20221220,0700,4283229.8345
20221220,0800,6020429.456
20221220,0900,6389680.4942
20221220,1000,8101594.399900001
20221220,1100,9229226.9048
20221220,1200,7365710.4716
20221220,1300,7167563.286
20221220,1400,7034580.4235000005
20221220,1500,6734975.6844999995
20221220,1600,5110008.731
20221220,1700,7485721.7815000005
20221220,1800,6662536.656
20221220,1900,6129510.502
20221220,2000,6538719.881
20221220,2100,6072494.038
20221220,2200,6545094.7825
20221220,2300,4324774.643
20221220,2400,5647591.9265
20221221,0100,3643229.6215
20221221,0200,4239864.7695
20221221,0300,4049410.006
20221221,0400,4852255.587
20221221,0500,4890989.8025
20221221,0600,3532308.113
20221221,0700,4870985.989
20221221,0800,4832481.2535
20221221,0900,5881082.683
20221221,1000,6760648.158
20221221,1100,7963220.858
20221221,1200,8000913.661499999
20221221,1300,8711613.0585
20221221,1400,8687931.5055
20221221,1500,6834051.348
20221221,1600,8328517.158
20221221,1700,8228180.335
20221221,1800,6054177.6790000005
20221221,1900,7683026.58
20221221,2000,6364226.722
20221221,2100,6015516.1835
20221221,2200,4754692.041
20221221,2300,5192837.243
20221221,2400,4829608.0555
20221222,0100,3898243.2125
20221222,0200,4273031.9425
20221222,0300,4187590.921
20221222,0400,4126344.0105
20221222,0500,4148627.13
20221222,0600,4433175.231
20221222,0700,5059768.8035
20221222,0800,5965017.402
20221222,0900,6198174.805
20221222,1000,7935053.6585
20221222,1100,8306103.506
20221222,1200,7428516.8812
20221222,1300,8156177.0353
20221222,1400,8127006.1515
20221222,1500,8903401.9915
20221222,1600,7766327.699
