USE_YM,USE_HM,FDRCT_VLD_KWH
20230426,1800,4098217.788
20230426,1900,3929314.859
20230426,2000,5672080.232
20230426,2100,4591715.8435
20230426,2200,3471553.0555
20230426,2300,4029238.237
20230426,2400,2888892.685
20230427,0100,4463062.3615
20230427,0200,3378504.6865
20230427,0300,2310961.2935
20230427,0400,2287685.992
20230427,0500,2348383.7275
20230427,0600,3376915.4475000002
20230427,0700,2925567.169
20230427,0800,4208143.168
20230427,0900,3747720.396
20230427,1000,4028470.1815
20230427,1100,4132095.964
20230427,1200,4124652.7970000003
20230427,1300,4089179.8685
20230427,1400,4106415.4735
20230427,1500,4086278.7215
20230427,1600,4088232.2045
20230427,1700,4032511.6545
20230427,1800,4031320.1565
20230427,1900,3954821.704
20230427,2000,5608748.787
20230427,2100,3664108.3024999998
20230427,2200,3407457.7715
20230427,2300,3149728.0525
20230427,2400,2837207.94
20230428,0100,2695586.792
20230428,0200,3354849.8279999997
20230428,0300,2324957.694
20230428,0400,2329879.342
20230428,0500,2305034.0795
20230428,0600,2499638.3815
20230428,0700,2878941.666
20230428,0800,3309600.3125
20230428,0900,3721818.9045
20230428,1000,4034559.4105
20230428,1100,4160800.858
20230428,1200,4188666.231
20230428,1300,4187826.7295
20230428,1400,4166115.784
20230428,1500,4189764.948
20230428,1600,4153916.5255
20230428,1700,4134092.1135
20230428,1800,4141290.6925
20230428,1900,3912911.1155
20230428,2000,5634824.61
20230428,2100,3622361.8665
20230428,2200,3424859.477
20230428,2300,4012928.813
20230428,2400,3795543.599
20230429,0100,3609452.8835
20230429,0200,3385977.3415
20230429,0300,3265056.2005
20230429,0400,2345514.587
20230429,0500,2284354.78
20230429,0600,4226679.944
20230429,0700,2696606.3115
20230429,0800,2856527.5355
20230429,0900,3179467.4385
20230429,1000,3385617.8915
20230429,1100,5401596.6605
20230429,1200,3629748.127
20230429,1300,3678803.462
20230429,1400,3621413.3655
20230429,1500,4401295.1985
20230429,1600,3426040.0655
20230429,1700,4259214.4795
20230429,1800,3451445.0555
20230429,1900,3456324.588
20230429,2000,3438071.759
20230429,2100,3327686.353
20230429,2200,3210885.3805
20230429,2300,2948832.2745
20230429,2400,2731773.972
20230430,0100,3455275.3385
20230430,0200,3277879.1855
20230430,0300,2278754.788
20230430,0400,2215600.7635
20230430,0500,2283920.8125
20230430,0600,4143244.278
20230430,0700,2533234.6135
20230430,0800,2503323.114
20230430,0900,2871002.074
20230430,1000,3021420.777
20230430,1100,3153022.131
20230430,1200,3165323.0075
20230430,1300,3699608.7595
20230430,1400,3188913.834
20230430,1500,4866610.127
20230430,1600,3129413.4555
20230430,1700,3182487.571
20230430,1800,3275233.188
20230430,1900,3366888.052
20230430,2000,5142050.1075
20230430,2100,3306719.4125
20230430,2200,3163708.6995
20230430,2300,4739015.2535
20230430,2400,2703973.405
20230501,0100,3351777.955
20230501,0200,3245115.8775
20230501,0300,3155173.914
20230501,0400,2188199.0045
20230501,0500,3993984.372
20230501,0600,2408700.2015
20230501,0700,2576506.692
20230501,0800,2870140.877
20230501,0900,4994821.507
20230501,1000,3306445.918
20230501,1100,3529299.6565
20230501,1200,3458870.7405
20230501,1300,3525487.675
20230501,1400,3498078.7665
20230501,1500,3487645.286
20230501,1600,3456084.1335
20230501,1700,3507549.108
20230501,1800,3491594.413
20230501,1900,3601749.0985
20230501,2000,5393296.7655
20230501,2100,3466622.355
20230501,2200,5091105.7895
20230501,2300,2990326.4015
20230501,2400,2827978.9295
20230502,0100,2557846.3680000002
20230502,0200,2392069.1495
20230502,0300,2300406.396
20230502,0400,2262147.019
20230502,0500,2238197.6475
20230502,0600,2467738.6475
20230502,0700,2878291.782
20230502,0800,3347543.353
20230502,0900,3695836.098
20230502,1000,3944724.2365
20230502,1100,4088216.9445
20230502,1200,4201709.95
20230502,1300,4083950.031
20230502,1400,4195796.6655
20230502,1500,4218091.2045
20230502,1600,4264516.649
20230502,1700,4130183.492
20230502,1800,4159884.4220000003
20230502,1900,3977968.7875
20230502,2000,3963619.9175
20230502,2100,3727880.0965
20230502,2200,3472165.606
20230502,2300,3139756.148
20230502,2400,2974891.9635
20230503,0100,3558703.5245
20230503,0200,2480708.1305
20230503,0300,2359577.3625
20230503,0400,2383146.0335
20230503,0500,4093785.359
20230503,0600,2523388.4735
20230503,0700,2947304.7675
20230503,0800,3360701.0135
20230503,0900,3756524.8605
20230503,1000,4039405.3135
20230503,1100,4252074.7555
20230503,1200,4313629.4435
20230503,1300,4280724.755
20230503,1400,5154967.1915
20230503,1500,4366677.6165
20230503,1600,4327081.168
20230503,1700,4334265.9120000005
20230503,1800,4266420.217
20230503,1900,4099850.6404999997
20230503,2000,5898602.2495
20230503,2100,4732447.7665
20230503,2200,4440039.069
20230503,2300,4197833.688
20230503,2400,3951831.054
20230504,0100,2775715.1350000002
20230504,0200,3417110.406
20230504,0300,2421679.382
20230504,0400,2433320.623
20230504,0500,2443874.8425
20230504,0600,2571240.722
20230504,0700,2971078.172
20230504,0800,3393117.271
20230504,0900,5648896.8235
20230504,1000,4115344.1815
20230504,1100,4313764.0835
20230504,1200,4280759.046
20230504,1300,4305746.0515
20230504,1400,4450155.059
20230504,1500,4502827.295
20230504,1600,4487157.284
20230504,1700,4510234.5745
20230504,1800,5304627.285
20230504,1900,4190693.0965
20230504,2000,5811881.0995000005
20230504,2100,4705063.085
20230504,2200,3515097.3265
20230504,2300,3257086.2955
20230504,2400,3002249.9495
20230505,0100,4607330.9875
20230505,0200,2572460.5165
20230505,0300,2480078.902
20230505,0400,2416450.98
20230505,0500,3274786.1815
20230505,0600,2424866.3375
20230505,0700,4442857.977
20230505,0800,2830673.984
20230505,0900,3077725.0795
20230505,1000,3338114.6405
20230505,1100,3521870.2505
20230505,1200,3583818.2445
20230505,1300,3599310.6775
20230505,1400,5496335.5995
20230505,1500,3645442.0354999998
20230505,1600,4518296.263
20230505,1700,3657095.504
20230505,1800,3672751.538
20230505,1900,4588028.8485
20230505,2000,3609101.827
20230505,2100,4389684.633
20230505,2200,3179907.308
20230505,2300,3056205.786
20230505,2400,2857820.143
20230506,0100,4422779.888
20230506,0200,3338318.0005
20230506,0300,3283275.0635
20230506,0400,2290870.551
20230506,0500,4118039.888
20230506,0600,2376608.6520000002
20230506,0700,3499358.0955000003
20230506,0800,3704196.514
20230506,0900,3952011.054
20230506,1000,3351173.737
20230506,1100,3473454.871
20230506,1200,3508594.3855
20230506,1300,3523050.722
20230506,1400,3496800.6655
20230506,1500,3428590.752
20230506,1600,4328255.0575
20230506,1700,3339413.905
20230506,1800,3355183.914
20230506,1900,3386285.0815
20230506,2000,4290205.3325000005
20230506,2100,3302206.8675
20230506,2200,3130793.278
20230506,2300,3845545.0545
20230506,2400,2746707.2854999998
20230507,0100,2534577.997
20230507,0200,4173969.7615
20230507,0300,2310167.3755
20230507,0400,2194684.727
20230507,0500,3083770.944
20230507,0600,2280134.2535
20230507,0700,2491421.867
20230507,0800,2648002.265
20230507,0900,2839567.2745
20230507,1000,3070509.955
20230507,1100,3130410.0655
20230507,1200,3243611.6655
20230507,1300,3185172.1035
20230507,1400,3198454.6785
20230507,1500,3215107.5245
20230507,1600,3171028.5664999997
20230507,1700,3187910.206
20230507,1800,3258818.65
20230507,1900,3337299.9595
20230507,2000,3364783.4035
20230507,2100,3359876.9635
20230507,2200,3163825.847
20230507,2300,2945698.5875
20230507,2400,2762394.4615
20230508,0100,2502993.8995
20230508,0200,2316868.8265
20230508,0300,2246529.468
20230508,0400,2211069.133
20230508,0500,2222324.5355
20230508,0600,2418787.6235
20230508,0700,2834983.215
20230508,0800,3297786.6495
20230508,0900,3735483.664
20230508,1000,4001701.6955
20230508,1100,4206935.421
20230508,1200,4191574.4755
20230508,1300,4149237.918
20230508,1400,4234701.5315
20230508,1500,4261428.5875
20230508,1600,4206299.487
20230508,1700,4188828.2235
20230508,1800,4146983.0715
20230508,1900,3983467.8805
20230508,2000,3860658.86
20230508,2100,3684656.3925
20230508,2200,3458086.4420000003
20230508,2300,3131791.172
20230508,2400,2881319.805
20230509,0100,2654066.4335
20230509,0200,2427973.59
20230509,0300,2368591.9005
20230509,0400,2257952.4955
20230509,0500,2280751.771
20230509,0600,2488981.63
20230509,0700,2861828.425
20230509,0800,3309567.6415
20230509,0900,3727274.54
20230509,1000,4018061.607
20230509,1100,4178078.465
20230509,1200,4206683.2485
20230509,1300,4197007.2125
20230509,1400,4274868.468
20230509,1500,4266194.1805
20230509,1600,4255114.3015
20230509,1700,4283978.1025
20230509,1800,3986505.9745
20230509,1900,4029080.923
20230509,2000,3921655.279
20230509,2100,3759856.7385
20230509,2200,3473366.56
20230509,2300,3178694.08
20230509,2400,2937403.147
20230510,0100,2682559.0445
20230510,0200,2462679.51
20230510,0300,2382785.5375
20230510,0400,2329487.8875
20230510,0500,2306415.2585
20230510,0600,2509791.1345
20230510,0700,2864513.898
20230510,0800,3365180.28
20230510,0900,3760471.007
20230510,1000,4047936.8025
20230510,1100,4254708.209
20230510,1200,4296643.555
20230510,1300,4305172.132
20230510,1400,4377222.6725
20230510,1500,4435415.793
20230510,1600,4395534.8655
20230510,1700,4396835.158
20230510,1800,4353416.2805
20230510,1900,4148687.516
20230510,2000,4026349.942
20230510,2100,3796318.356
20230510,2200,3498574.434
20230510,2300,3212152.925
20230510,2400,2970816.909
20230511,0100,2716126.464
20230511,0200,2494985.931
20230511,0300,2421887.4355
20230511,0400,2298341.6705
20230511,0500,2335832.103
20230511,0600,2520028.3355
20230511,0700,2896531.9
20230511,0800,3359542.9155
20230511,0900,3806382.443
20230511,1000,4086679.6034999997
20230511,1100,4288920.334
20230511,1200,4390360.945
20230511,1300,4459099.26
20230511,1400,4500671.942
20230511,1500,4555347.7575
20230511,1600,4515847.619
20230511,1700,4473121.9265
20230511,1800,4413482.585
20230511,1900,4196942.964
20230511,2000,4017410.4205
20230511,2100,3802905.3785
20230511,2200,3509194.151
20230511,2300,3206286.58
20230511,2400,2967814.8595000003
20230512,0100,2718083.508
20230512,0200,2501081.799
20230512,0300,2383499.2235
20230512,0400,2370994.186
20230512,0500,2331665.2399999998
20230512,0600,2509179.685
20230512,0700,2878818.63
20230512,0800,3368621.3925
20230512,0900,3825922.35
20230512,1000,4073209.614
20230512,1100,4239983.1805
20230512,1200,4333428.466
20230512,1300,4276261.4675
20230512,1400,4390902.7685
20230512,1500,4394637.79
20230512,1600,4408525.242
20230512,1700,4339257.892
20230512,1800,4312201.8245
20230512,1900,4027023.6665
20230512,2000,3879544.4925
20230512,2100,3689217.03
20230512,2200,3479073.088
20230512,2300,3150601.371
20230512,2400,2944554.909
20230513,0100,2779878.139
20230513,0200,2494799.6365
20230513,0300,2411058.0525
20230513,0400,2270267.374
20230513,0500,2398035.3140000002
20230513,0600,2430596.4425
20230513,0700,2635861.0065
20230513,0800,2845826.7325
20230513,0900,3040464.5565
20230513,1000,3302581.058
20230513,1100,3551585.0315
20230513,1200,3604357.3905
20230513,1300,3369588.9455
20230513,1400,3596207.3855
20230513,1500,3634914.0795
20230513,1600,3508946.0855
20230513,1700,3492784.368
20230513,1800,3521288.856
20230513,1900,3475304.933
20230513,2000,3491669.951
20230513,2100,3455442.505
20230513,2200,3180266.3685
20230513,2300,3009041.5345
20230513,2400,2833487.0835
20230514,0100,2594728.248
20230514,0200,2398574.4905
20230514,0300,2272916.9445
20230514,0400,2227859.828
20230514,0500,2219552.6225
20230514,0600,2279824.5425
20230514,0700,2474888.277
20230514,0800,2686193.4355
20230514,0900,2848661.523
20230514,1000,3015133.309
20230514,1100,3076085.8275
20230514,1200,3251453.0085
20230514,1300,3356733.3365
20230514,1400,3349912.93
20230514,1500,3375982.8065
20230514,1600,3344143.6195
20230514,1700,3354149.9055
20230514,1800,3371962.2199999997
20230514,1900,3436149.8275
20230514,2000,3508282.887
20230514,2100,3403863.1635
20230514,2200,3200059.926
20230514,2300,3023050.1905
20230514,2400,2811339.975
20230515,0100,2529479.805
20230515,0200,2337633.6795
20230515,0300,2260176.474
20230515,0400,2223058.642
20230515,0500,2208650.5235
20230515,0600,2445676.762
20230515,0700,2904394.5505
20230515,0800,3331517.7015
20230515,0900,3822796.9945
20230515,1000,4162430.8805
20230515,1100,4332948.41
20230515,1200,4437953.4785
20230515,1300,4526673.187
20230515,1400,4586883.493
20230515,1500,4628033.693
20230515,1600,4632827.8295
20230515,1700,4631875.5985
20230515,1800,4568184.8965
20230515,1900,4301635.6095
20230515,2000,4080790.497
20230515,2100,3397211.08
20230515,2200,3544619.9525
20230515,2300,3242401.2685
20230515,2400,2785157.7705
20230516,0100,2735592.021
20230516,0200,2514387.8465
20230516,0300,2444865.2495
20230516,0400,2369400.906
20230516,0500,2373539.373
20230516,0600,2583739.8275
20230516,0700,2927338.546
20230516,0800,3453352.2375
20230516,0900,3974329.9045
20230516,1000,4428949.058
20230516,1100,4694659.432
20230516,1200,4791321.4395
20230516,1300,4892636.1675
20230516,1400,5096459.7725
20230516,1500,5095487.079
20230516,1600,5061110.98
20230516,1700,5005979.4655
20230516,1800,4881085.3
20230516,1900,4585909.627
20230516,2000,4205307.1585
20230516,2100,3929678.9485
20230516,2200,3683443.917
20230516,2300,3331839.706
20230516,2400,3117715.1165
20230517,0100,2805272.596
20230517,0200,2583726.531
20230517,0300,2452507.6005
20230517,0400,2370014.8485
20230517,0500,2407208.1705
20230517,0600,2569318.4935
20230517,0700,3000896.413
20230517,0800,4472397.5385
20230517,0900,4099324.832
20230517,1000,4601217.5735
20230517,1100,5777011.446
20230517,1200,5004293.6835
20230517,1300,5922635.4445
20230517,1400,5031929.8325000005
20230517,1500,5105988.778
20230517,1600,5033365.142
20230517,1700,5020214.377
20230517,1800,4903263.081
20230517,1900,4532557.512
20230517,2000,4302920.663
20230517,2100,4074117.555
20230517,2200,4645466.8955
20230517,2300,4342050.8105
20230517,2400,4064594.966
20230518,0100,4709744.8845
20230518,0200,3574018.064
20230518,0300,2552429.92
20230518,0400,2478111.6495
20230518,0500,2468806.958
20230518,0600,3557529.3315
20230518,0700,3105582.2015
20230518,0800,3569258.036
20230518,0900,5005026.824
20230518,1000,4578971.516
20230518,1100,4836645.2415000005
20230518,1200,4906339.9655
20230518,1300,4984674.6545
20230518,1400,5048532.8035
20230518,1500,4986704.6375
20230518,1600,4863528.1255
20230518,1700,5668812.568
20230518,1800,4677648.3505
20230518,1900,5304891.051
20230518,2000,4209710.5165
20230518,2100,4009220.6
20230518,2200,3638280.547
20230518,2300,4258131.7425
20230518,2400,3996713.9285
20230519,0100,3773484.991
20230519,0200,3469415.9785
20230519,0300,3378142.7800000003
20230519,0400,2423212.7425
20230519,0500,2403837.2505
20230519,0600,2645146.746
20230519,0700,2964501.7605
20230519,0800,3567369.236
20230519,0900,4972732.5295
20230519,1000,4512715.442
20230519,1100,4803830.9575000005
20230519,1200,4832158.908
20230519,1300,4861151.997
20230519,1400,4951119.5625
20230519,1500,5015004.969
20230519,1600,4906844.2775
20230519,1700,5782495.7975
20230519,1800,4751841.217
20230519,1900,5301691.646
20230519,2000,4197820.2855
20230519,2100,3949566.4965
20230519,2200,3684517.453
20230519,2300,3321490.1445
20230519,2400,3977487.4145
20230520,0100,3820684.0265
20230520,0200,2594224.6855
20230520,0300,2284201.062
20230520,0400,3318910.3175
20230520,0500,2387213.175
20230520,0600,3389558.588
20230520,0700,2717339.336
20230520,0800,2948052.1105
20230520,0900,3214307.549
20230520,1000,3648009.2585
20230520,1100,3839268.3445
20230520,1200,3946641.467
20230520,1300,4034555.467
20230520,1400,3783796.4645000002
20230520,1500,3955393.675
20230520,1600,4761982.989
20230520,1700,4737835.2205
20230520,1800,3735400.322
20230520,1900,3728408.471
20230520,2000,4569620.827
20230520,2100,3571971.211
20230520,2200,3300007.1585
20230520,2300,4018292.2975
20230520,2400,3800049.052
20230521,0100,2645377.861
20230521,0200,2483190.774
20230521,0300,2382474.703
20230521,0400,2263997.0609999998
20230521,0500,2371079.529
20230521,0600,2345620.093
20230521,0700,2502104.112
20230521,0800,2688748.552
20230521,0900,2906851.374
20230521,1000,4020987.847
20230521,1100,4183599.4175
20230521,1200,3367680.898
20230521,1300,4365989.286
20230521,1400,4340178.9344999995
20230521,1500,3504685.0130000003
20230521,1600,3379347.0075
20230521,1700,4397229.065
20230521,1800,3502386.8095
20230521,1900,3506001.979
20230521,2000,3503622.7945
20230521,2100,3511299.241
20230521,2200,3233958.4875
20230521,2300,3038283.777
20230521,2400,3682446.0025
20230522,0100,2561524.6255
20230522,0200,2353676.931
20230522,0300,2311872.566
20230522,0400,2236783.4444999998
20230522,0500,3158908.4005
20230522,0600,2451452.5665
20230522,0700,2880930.934
20230522,0800,3440648.783
20230522,0900,4858553.9655
20230522,1000,4239352.1945
20230522,1100,4534942.2305
20230522,1200,4581094.016
20230522,1300,4609954.4925
20230522,1400,4797307.351
20230522,1500,4718454.4355
20230522,1600,4685700.909
20230522,1700,4664049.9925
20230522,1800,5543168.069
20230522,1900,4318603.846
20230522,2000,5005775.7425
20230522,2100,3917592.9855
20230522,2200,3565973.094
20230522,2300,3288215.022
20230522,2400,2990858.196
20230523,0100,3641770.442
20230523,0200,2531682.2805
20230523,0300,2453450.0455
20230523,0400,2322525.061
20230523,0500,3303159.62
20230523,0600,2540797.763
20230523,0700,3801421.1465
20230523,0800,3431750.311
20230523,0900,3986854.699
20230523,1000,4363886.241
20230523,1100,4578173.029
20230523,1200,4645279.292
20230523,1300,6469327.399
20230523,1400,4748708.031
20230523,1500,4754395.2115
20230523,1600,5680139.9065000005
20230523,1700,4759952.6225
20230523,1800,4640174.627
20230523,1900,4335371.007
20230523,2000,4167853.9695
20230523,2100,3889854.498
20230523,2200,3612271.3365
20230523,2300,5092153.481
20230523,2400,2910099.7325
20230524,0100,3664714.751
20230524,0200,2527925.0100000002
20230524,0300,2458985.889
20230524,0400,2382420.8185
20230524,0500,2387462.154
20230524,0600,2526995.491
20230524,0700,2930138.609
20230524,0800,4318479.213500001
20230524,0900,3915219.221
20230524,1000,4372137.92
20230524,1100,5571340.436
20230524,1200,4503761.137
20230524,1300,4755568.1635
20230524,1400,4845005.8815
20230524,1500,4504549.8185
20230524,1600,4211560.7745
20230524,1700,4053380.3715
20230524,1800,5167845.544
20230524,1900,4255390.991
20230524,2000,4955591.9505
20230524,2100,3722453.734
20230524,2200,3590228.096
20230524,2300,3129302.8525
20230524,2400,2673073.009
20230525,0100,2651904.906
20230525,0200,2487449.6545
20230525,0300,2423427.8275
20230525,0400,2292645.329
20230525,0500,3172790.064
20230525,0600,2410937.0255
20230525,0700,2847490.8925
20230525,0800,3373126.8025
20230525,0900,3879771.4655
20230525,1000,4395992.724
20230525,1100,4655101.05
20230525,1200,5637811.675
20230525,1300,4789959.9685
20230525,1400,4803692.5515
20230525,1500,4889366.5785
20230525,1600,4837258.0155
20230525,1700,4743306.1875
20230525,1800,4392909.711
20230525,1900,4352825.403
20230525,2000,5039193.7675
20230525,2100,4766829.3775
20230525,2200,3597090.6865
20230525,2300,3261607.413
20230525,2400,3039897.1319999998
20230526,0100,2777566.829
20230526,0200,2577803.628
20230526,0300,2418992.428
20230526,0400,2352458.426
20230526,0500,3249748.84
20230526,0600,2582619.954
20230526,0700,2901167.384
20230526,0800,3432087.9595
20230526,0900,4005711.902
20230526,1000,4345056.9
20230526,1100,4612590.3925
20230526,1200,4681926.981
20230526,1300,5671959.413
20230526,1400,4805742.2535
20230526,1500,5727663.1175
20230526,1600,4402530.5775
20230526,1700,4760259.362
20230526,1800,4626255.3145
20230526,1900,5227688.0415
20230526,2000,4068531.264
20230526,2100,4870120.7685
20230526,2200,3550702.1755
20230526,2300,4187874.888
20230526,2400,3063184.6575
20230527,0100,2888020.3545
20230527,0200,2575971.477
20230527,0300,3378538.9735000003
20230527,0400,3300812.1645
20230527,0500,2343677.297
20230527,0600,2428831.763
20230527,0700,2601665.0375
20230527,0800,2789523.0745
20230527,0900,3001741.848
20230527,1000,3312049.4955
20230527,1100,3511608.4825
20230527,1200,4529873.305
20230527,1300,4610087.883
20230527,1400,3619547.808
20230527,1500,3626044.3485
20230527,1600,3565448.191
20230527,1700,3497658.1395
20230527,1800,3535101.1685
20230527,1900,3457125.817
20230527,2000,3418088.547
20230527,2100,3313304.3925
20230527,2200,3328097.111
20230527,2300,3973895.9405
20230527,2400,2907132.9335
20230528,0100,2501448.9965
20230528,0200,2467410.9855
20230528,0300,2381693.095
20230528,0400,2267695.0385
20230528,0500,3166465.392
20230528,0600,2325159.2015
20230528,0700,2484866.34
20230528,0800,2630563.7495
20230528,0900,2743249.4355
20230528,1000,3117942.869
20230528,1100,3355143.806
20230528,1200,3447501.4325
20230528,1300,3525003.198
20230528,1400,3491272.178
20230528,1500,3539634.3345
20230528,1600,3470466.98
20230528,1700,3455791.6235
20230528,1800,3544031.301
20230528,1900,3534523.411
20230528,2000,3570177.709
20230528,2100,3419081.4555
20230528,2200,3259741.159
20230528,2300,3032796.1485
20230528,2400,2817983.868
20230529,0100,2622606.448
20230529,0200,2439743.313
20230529,0300,2328874.8835
20230529,0400,2306083.323
20230529,0500,2205574.722
20230529,0600,2363500.109
20230529,0700,2563317.68
20230529,0800,2792729.865
20230529,0900,3091563.3795
20230529,1000,3272235.641
20230529,1100,3612227.3075
20230529,1200,3526066.923
20230529,1300,3760067.5495
20230529,1400,3901230.501
20230529,1500,3924993.3825
20230529,1600,3973948.089
20230529,1700,3980770.41
20230529,1800,4039350.273
20230529,1900,4077620.246
20230529,2000,4013887.4405
20230529,2100,3440277.7229999998
20230529,2200,3651582.742
20230529,2300,3392734.059
20230529,2400,3105431.7055
20230530,0100,2748105.3265
20230530,0200,2557842.011
20230530,0300,3346085.674
20230530,0400,2354272.398
20230530,0500,2362797.1205
20230530,0600,2561967.476
20230530,0700,3013244.204
20230530,0800,3659157.7575
20230530,0900,4347849.4235
20230530,1000,4831831.5
20230530,1100,5204147.6935
20230530,1200,5189010.834
20230530,1300,5207722.247
20230530,1400,5268880.456
20230530,1500,6174712.4195
20230530,1600,5219466.3515
20230530,1700,5079846.2015
20230530,1800,5020184.792
20230530,1900,4607917.1135
20230530,2000,4419915.1025
20230530,2100,4137594.207
20230530,2200,3796682.7555
20230530,2300,3461665.5525
20230530,2400,3106772.859
20230531,0100,2869870.505
20230531,0200,2625244.572
20230531,0300,2609371.124
20230531,0400,2426672.9025
20230531,0500,2411740.6045
20230531,0600,2596940.099
20230531,0700,3073949.6275
20230531,0800,3581201.632
20230531,0900,4103936.546
20230531,1000,4474373.378
20230531,1100,4786155.3105
20230531,1200,4887543.8965
20230531,1300,4975262.0115
20230531,1400,5048546.7175
20230531,1500,5050952.113
20230531,1600,5039902.8375
20230531,1700,5977823.5024999995
20230531,1800,4948604.541
20230531,1900,4059015.5579999997
20230531,2000,3943677.9305
20230531,2100,4229888.472
20230531,2200,3787078.6355
20230531,2300,3489848.479
20230531,2400,3162752.957
20230601,0100,2900836.7595
20230601,0200,2722918.9245
20230601,0300,2516940.9055
20230601,0400,2456278.982
20230601,0500,2435211.457
20230601,0600,2656640.356
20230601,0700,3048621.577
20230601,0800,3577094.1275
20230601,0900,4186041.802
20230601,1000,4685645.195
20230601,1100,5819333.925
20230601,1200,5044733.7825
20230601,1300,5061043.834
20230601,1400,5094907.474
20230601,1500,5107861.1265
20230601,1600,5073006.7965
20230601,1700,5092364.758
20230601,1800,4924670.6705
20230601,1900,4648145.945
20230601,2000,4390157.2530000005
20230601,2100,3942120.938
20230601,2200,3776981.073
20230601,2300,3454932.0075
20230601,2400,3191326.577
20230602,0100,2932335.6615
20230602,0200,2633727.1075
20230602,0300,3398258.1685
20230602,0400,2431979.7825
20230602,0500,3328404.083
20230602,0600,2572798.9185
20230602,0700,2999788.4975
20230602,0800,3547601.573
20230602,0900,4148842.2975
20230602,1000,4528742.2415
20230602,1100,4748214.3015
20230602,1200,4760979.5594999995
20230602,1300,4772778.4125
20230602,1400,4768017.6865
20230602,1500,4806275.3585
20230602,1600,4913244.084
20230602,1700,4819495.513
20230602,1800,4795993.1595
20230602,1900,4423121.8035
20230602,2000,4146414.3955
20230602,2100,3958533.9245
20230602,2200,4537844.0555
20230602,2300,3312687.0555
20230602,2400,3148369.5585
20230603,0100,2861316.2585
20230603,0200,2649315.0735
20230603,0300,2461331.707
20230603,0400,2411399.555
20230603,0500,3263446.6234999998
20230603,0600,2178324.5755
20230603,0700,3509407.9655
20230603,0800,2841281.762
20230603,0900,3180504.509
20230603,1000,3544894.508
20230603,1100,3828495.7855
20230603,1200,3861776.534
20230603,1300,3887702.5825
20230603,1400,3562604.6945
20230603,1500,3366483.189
20230603,1600,3758142.6835
20230603,1700,3750570.38
20230603,1800,3558972.573
20230603,1900,3730006.8345
20230603,2000,3599697.001
20230603,2100,3522291.5524999998
20230603,2200,3333982.716
20230603,2300,2892717.112
20230603,2400,2839819.478
20230604,0100,2659958.9635
20230604,0200,2243024.732
20230604,0300,1967237.4135
20230604,0400,2159517.7515
20230604,0500,3179504.3680000002
20230604,0600,2316756.851
20230604,0700,2455961.143
20230604,0800,2510024.2935
20230604,0900,2835969.7135
20230604,1000,2973345.4115
20230604,1100,3372577.4375
20230604,1200,3503999.3850000002
20230604,1300,3600251.548
20230604,1400,3556762.777
20230604,1500,3295950.756
20230604,1600,3528924.703
20230604,1700,3414918.0905
20230604,1800,3631068.9365
20230604,1900,3595311.7205
20230604,2000,3507709.242
20230604,2100,3127031.93
20230604,2200,3272627.4095
20230604,2300,2905053.5195
20230604,2400,3728759.4795
20230605,0100,2622676.0525
20230605,0200,2498134.347
20230605,0300,2323745.095
20230605,0400,2294153.5405
20230605,0500,2322705.656
20230605,0600,2442406.101
20230605,0700,2881686.4505
20230605,0800,3376314.7385
20230605,0900,4017494.272
20230605,1000,4449449.702
20230605,1100,4660491.3585
20230605,1200,4728392.721
20230605,1300,4736479.8885
20230605,1400,4794849.6805
20230605,1500,4787192.1605
20230605,1600,4641008.558
20230605,1700,4410051.3695
20230605,1800,4612312.9985
20230605,1900,4262999.439
20230605,2000,4005955.9505
20230605,2100,3786733.707
20230605,2200,3273753.5345
20230605,2300,3239467.922
20230605,2400,2900360.9814999998
20230606,0100,2676130.381
20230606,0200,2566771.1545
20230606,0300,2475453.107
20230606,0400,2006029.9475
20230606,0500,2235645.4495
20230606,0600,2388603.711
20230606,0700,2562709.6545
20230606,0800,2782243.882
20230606,0900,3025962.2405
20230606,1000,3051720.15
20230606,1100,3120311.883
20230606,1200,3467071.4475000002
20230606,1300,3681696.1865
20230606,1400,3671797.054
20230606,1500,3640432.8295
20230606,1600,3505254.8015
20230606,1700,3515399.707
20230606,1800,3486097.73
20230606,1900,3685424.709
20230606,2000,3679460.219
20230606,2100,3561056.3585
20230606,2200,3328579.033
20230606,2300,3095664.9975
20230606,2400,2707755.254
20230607,0100,2610683.7005
20230607,0200,2427859.494
20230607,0300,2426960.9325
20230607,0400,2253587.122
20230607,0500,2384819.653
20230607,0600,2518269.8745
20230607,0700,2949416.431
20230607,0800,3587739.144
20230607,0900,4159260.7365
20230607,1000,4524575.587
20230607,1100,4752595.242
20230607,1200,4794800.149
20230607,1300,4923356.7945
20230607,1400,4842804.625
20230607,1500,4961343.2175
20230607,1600,4912152.798
20230607,1700,4873600.5705
20230607,1800,4876843.5895
20230607,1900,4501447.4985
20230607,2000,4078995.9635
20230607,2100,4092297.906
20230607,2200,3738158.7825
20230607,2300,3436308.8865
20230607,2400,3173705.765
20230608,0100,2873078.2229999998
20230608,0200,2711372.5324999997
20230608,0300,2493905.5415
20230608,0400,2391981.0995
20230608,0500,2417769.056
20230608,0600,2566821.649
20230608,0700,2973811.258
20230608,0800,3522128.2915
20230608,0900,4152945.9420000003
20230608,1000,4561258.19
20230608,1100,4772549.329
